campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_monkey_rate,median_net_profit,trade_path_profitable_rate,trade_path_median_net_profit,one_tick_worse_profitable,apex_rule_violations,best_day_concentration,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,source_config_path,report_path
es_cftc_tff_hedging_pressure,broad_negative_pressure_short_1100,run2,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,campaigns/es_cftc_tff_hedging_pressure/variants/broad_negative_pressure_short_1100/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/broad_negative_pressure_short_1100/ES/run2/campaign_test_summary.json
es_cftc_tff_hedging_pressure,broad_negative_pressure_short_1100,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-1208.75,0.9263855054811205,-0.1271980243247896,-0.0037342735863326445,103,72.04212906014163,campaigns/es_cftc_tff_hedging_pressure/rescue_attempts/parameter_space_rescue_1/broad_negative_pressure_short_1100/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/broad_negative_pressure_short_1100/ES/rescue1/campaign_test_summary.json
es_cftc_tff_hedging_pressure,broad_positive_pressure_long_1100,run2,False,True,limited_core_grid_test,failed,0.14814814814814814,,,,,,0,0.7340909090909091,1100.0,5.444444444444445,542.0452998859179,0.4079183135704875,5,434.3187448389761,campaigns/es_cftc_tff_hedging_pressure/variants/broad_positive_pressure_long_1100/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/broad_positive_pressure_long_1100/ES/run2/campaign_test_summary.json
es_cftc_tff_hedging_pressure,broad_positive_pressure_long_1100,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-2465.0,0.7045250224752772,-0.5280458816181699,-0.0922633183464663,58,44.78325271402041,campaigns/es_cftc_tff_hedging_pressure/rescue_attempts/parameter_space_rescue_1/broad_positive_pressure_long_1100/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/broad_positive_pressure_long_1100/ES/rescue1/campaign_test_summary.json
es_cftc_tff_hedging_pressure,extreme_negative_pressure_short_1330,run2,False,True,limited_core_grid_test,failed,0.1111111111111111,,,,,,0,1.361904761904762,262.5,1.5706521739130435,55.21638860357808,0.11500000000000003,5,445.35139712108383,campaigns/es_cftc_tff_hedging_pressure/variants/extreme_negative_pressure_short_1330/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/extreme_negative_pressure_short_1330/ES/run2/campaign_test_summary.json
es_cftc_tff_hedging_pressure,extreme_negative_pressure_short_1330,rescue1,False,True,limited_core_grid_test,failed,0.18518518518518517,,,,,,0,1.361904761904762,262.5,1.5706521739130435,55.21638860357808,0.11500000000000003,5,445.35139712108383,campaigns/es_cftc_tff_hedging_pressure/rescue_attempts/parameter_space_rescue_1/extreme_negative_pressure_short_1330/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/extreme_negative_pressure_short_1330/ES/rescue1/campaign_test_summary.json
es_cftc_tff_hedging_pressure,extreme_positive_pressure_long_1330,run2,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,campaigns/es_cftc_tff_hedging_pressure/variants/extreme_positive_pressure_long_1330/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/extreme_positive_pressure_long_1330/ES/run2/campaign_test_summary.json
es_cftc_tff_hedging_pressure,extreme_positive_pressure_long_1330,rescue1,False,True,limited_core_grid_test,failed,0.3333333333333333,,,,,,0,0.5903225806451613,775.0,4.924050632911392,445.28034740422027,0.6789473684210527,5,445.35139712108383,campaigns/es_cftc_tff_hedging_pressure/rescue_attempts/parameter_space_rescue_1/extreme_positive_pressure_long_1330/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/extreme_positive_pressure_long_1330/ES/rescue1/campaign_test_summary.json
es_cftc_tff_hedging_pressure,high_positive_pressure_long_0935,run2,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,campaigns/es_cftc_tff_hedging_pressure/variants/high_positive_pressure_long_0935/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/high_positive_pressure_long_0935/ES/run2/campaign_test_summary.json
es_cftc_tff_hedging_pressure,high_positive_pressure_long_0935,rescue1,False,True,limited_core_grid_test,failed,0.1111111111111111,,,,,,0,0.625938566552901,915.625,,,0.2370177045177045,5,428.3061889250814,campaigns/es_cftc_tff_hedging_pressure/rescue_attempts/parameter_space_rescue_1/high_positive_pressure_long_0935/config.yaml,backtest-campaigns/es_cftc_tff_hedging_pressure/high_positive_pressure_long_0935/ES/rescue1/campaign_test_summary.json
