wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,23,0.65,0.006,2.0,335,335,335,0,0,0,0,0,0,0,335,83.92088613021039,1800.0,1.0390837042666377,0.05019738100706502,6970.0,0.04409857328145266,0.002992696776545456,0.0678638004328396,0.5014925373134328,0,0,True,-525.0,0.55,9,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,24,0.65,0.006,2.5,335,335,335,0,0,0,0,0,0,0,335,83.92088613021039,1357.5,1.0291527971652528,0.05107054509577463,7510.0,0.04727209781736352,0.0022594680104222054,0.047797075119274265,0.49850746268656715,0,0,True,-525.0,0.8674033149171271,9,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,22,0.65,0.006,1.5,335,335,335,0,0,0,0,0,0,0,335,83.92088613021039,397.5,1.0086394262116931,0.03610526853560146,7700.0,0.04900868790376476,0.0006631935487344531,0.013532162910313455,0.5044776119402985,0,0,True,-525.0,1.8616352201257862,9,False,min_profit_factor;min_expectancy_r;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,25,0.65,0.008,1.5,335,335,335,0,0,0,0,0,0,0,335,83.92072624740422,370.0,1.007464192051644,0.03528975026310421,10640.0,0.0663062613924938,0.0006173533846227652,0.009310634797646013,0.5194029850746269,0,0,True,-695.0,2.668918918918919,9,False,min_profit_factor;min_expectancy_r;min_mar;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,27,0.65,0.008,2.5,335,335,335,0,0,0,0,0,0,0,335,83.92072624740422,-332.5,0.993382426112051,0.03371400318871696,11242.5,0.06986824933192468,-0.000555758221433833,-0.007954374508420554,0.5164179104477612,0,0,False,-695.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,26,0.65,0.008,2.0,335,335,335,0,0,0,0,0,0,0,335,83.92072624740422,-455.0,0.9909443725743855,0.033419299278392524,11560.0,0.07175444585829117,-0.000760744519201495,-0.010602054132003188,0.5164179104477612,0,0,False,-695.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,16,0.6,0.008,1.5,393,393,393,0,0,0,0,0,0,0,393,98.45028482158166,-1935.0,0.9670918367346939,0.01879235324586245,9640.0,0.06112678735613963,-0.0032473149268664736,-0.05312425316820303,0.5190839694656488,0,0,False,-700.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,18,0.6,0.008,2.5,393,393,393,0,0,0,0,0,0,0,393,98.45028482158166,-2847.5,0.9521227406473308,0.016425926960644027,11207.5,0.07077229098257136,-0.0047897175600899455,-0.06767786507390977,0.5165394402035624,0,0,False,-700.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,17,0.6,0.008,2.0,393,393,393,0,0,0,0,0,0,0,393,98.45028482158166,-3010.0,0.9493905002101724,0.01587969836282165,11350.0,0.07168119237084754,-0.005065143477142486,-0.07066209851724593,0.5165394402035624,0,0,False,-700.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,d0eda3f7c8f5016135ad6b0644d07cf1f3f71dfb00290186c5268203e81fa7a8,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,14,0.6,0.006,2.0,393,393,393,0,0,0,0,0,0,0,393,98.45047238559009,-3015.0,0.9463666281241662,0.008270779893828968,8300.0,0.053515587220735676,-0.005073631380471122,-0.09480660951255045,0.4910941475826972,0,0,False,-525.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
