campaign_id,variant_id,symbol,test_run_id,rescue_attempt,source_config_path,run_dir,campaign_test_summary,terminal_stage,passed,profitable_combo_rate,profitable_combos,total_combinations,benchmark_passing_combos,top_net_profit,top_profit_factor,top_mar,top_trades_per_year,top_total_trades,top_failure_reason,failure_criteria,limited_monkey_status,monkey_core_beats_net_profit_rate,monkey_core_beats_max_dd_rate,trade_path_percentage_profitable,one_tick_worse_net_profit,one_tick_worse_profit_factor,wfa_status,wfa_profit_factor,wfa_mar,wfa_trades_per_year,wfa_net_profit,wfa_total_trades,wfa_profitable_window_rate,fixed_config_core_trade_log,fixed_config_core_equity_curve
es_credit_etf_orderflow_risk_appetite,hyg_1d_strength_signed_long_1230,ES,run1,none,campaigns/es_credit_etf_orderflow_risk_appetite/variants/hyg_1d_strength_signed_long_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/run1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.012345679012345678,1,81,0,607.5,1.0819285232636549,0.18450643927226576,38.50491871858394,56,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,summary.percentage_profitable_iterations=0.012345679012345678 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_1d_strength_signed_long_1230,ES,rescue1,parameter_space_rescue_1,campaigns/es_credit_etf_orderflow_risk_appetite/rescue_attempts/parameter_space_rescue_1/hyg_1d_strength_signed_long_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/rescue1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.24691358024691357,20,81,0,1545.0,1.1985223257308062,0.720268827875085,38.50491871858394,56,min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.24691358024691357 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_strength_signed_long_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_1d_weakness_signed_short_1230,ES,run1,none,campaigns/es_credit_etf_orderflow_risk_appetite/variants/hyg_1d_weakness_signed_short_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/run1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-172.5,0.9831089351285189,-0.07293029829057315,48.69780809762935,72,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_1d_weakness_signed_short_1230,ES,rescue1,parameter_space_rescue_1,campaigns/es_credit_etf_orderflow_risk_appetite/rescue_attempts/parameter_space_rescue_1/hyg_1d_weakness_signed_short_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/rescue1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.04938271604938271,4,81,0,458.75,1.0500409053722388,0.168725656798061,45.31601586862731,67,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,summary.percentage_profitable_iterations=0.04938271604938271 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_weakness_signed_short_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_1d_two_sided_signed_1230,ES,run1,none,campaigns/es_credit_etf_orderflow_risk_appetite/variants/hyg_1d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/run1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-593.75,0.9690755208333334,-0.136715503807262,94.51516221159709,140,min_total_net_profit,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_1d_two_sided_signed_1230,ES,rescue1,parameter_space_rescue_1,campaigns/es_credit_etf_orderflow_risk_appetite/rescue_attempts/parameter_space_rescue_1/hyg_1d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/rescue1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.1111111111111111,9,81,2,1401.25,1.1165280665280666,0.48191339092076896,74.94231213576032,111,,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_1d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_3d_two_sided_signed_1230,ES,run1,none,campaigns/es_credit_etf_orderflow_risk_appetite/variants/hyg_3d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/run1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.30864197530864196,25,81,10,3381.25,1.214240456201489,1.3573263296542208,86.93036447418005,125,,summary.percentage_profitable_iterations=0.30864197530864196 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_3d_two_sided_signed_1230,ES,rescue1,parameter_space_rescue_1,campaigns/es_credit_etf_orderflow_risk_appetite/rescue_attempts/parameter_space_rescue_1/hyg_3d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/rescue1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/rescue1/campaign_test_summary.json,walk_forward_analysis,False,0.8395061728395061,68,81,57,5375.0,1.434782608695652,2.2010133603108946,69.67695782633751,100,,stitched_oos_metrics.profit_factor=1.077365644773513 expected {'min': 1.2}; stitched_oos_metrics.mar=0.08981641818942494 expected {'min': 0.4},passed,0.9733333333333334,0.9966666666666667,0.5833333333333334,-1588.75,0.9277019340159272,failed,1.077365644773513,0.08981641818942494,68.54306003101846,16170.0,676,0.6,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_3d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_5d_two_sided_signed_1230,ES,run1,none,campaigns/es_credit_etf_orderflow_risk_appetite/variants/hyg_5d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/run1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.38271604938271603,31,81,20,5110.0,1.3108272506082725,2.0618137299161363,95.82478051356526,138,,summary.percentage_profitable_iterations=0.38271604938271603 expected {'min': 0.7},,,,,,,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_credit_etf_orderflow_risk_appetite,hyg_5d_two_sided_signed_1230,ES,rescue1,parameter_space_rescue_1,campaigns/es_credit_etf_orderflow_risk_appetite/rescue_attempts/parameter_space_rescue_1/hyg_5d_two_sided_signed_1230/config.yaml,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/rescue1,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/rescue1/campaign_test_summary.json,limited_monkey_test,False,0.8765432098765432,71,81,54,6447.5,1.369696100917431,2.7739748230950885,95.8216178751774,138,,summary.core_beats_monkey_max_drawdown_rate=0.8766666666666667 expected {'min': 0.9},failed,0.9066666666666666,0.8766666666666667,0.6533333333333333,-405.0,0.9802799756542909,,,,,,,,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_credit_etf_orderflow_risk_appetite/hyg_5d_two_sided_signed_1230/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
